09:57:16.192,87
09:57:16.430,87
09:57:16.683,87
09:57:17.175,87
09:57:17.417,86
09:57:17.666,86
09:57:17.915,86
09:57:18.162,86
09:57:18.399,86
09:57:18.650,86
09:57:18.900,86
09:57:19.146,86
09:57:19.390,86
09:57:19.636,86
09:57:19.885,87
09:57:20.129,87
09:57:20.377,87
09:57:20.620,87
09:57:20.856,87
09:57:21.114,87
09:57:21.360,87
09:57:21.606,87
09:57:21.852,87
09:57:22.102,87
09:57:22.344,87
09:57:22.586,87
09:57:22.840,87
09:57:23.086,87
09:57:23.332,87
09:57:23.579,87
09:57:23.823,88
09:57:24.062,88
09:57:24.315,88
09:57:24.552,88
09:57:24.802,88
09:57:25.056,88
09:57:25.302,88
09:57:25.549,88
09:57:25.795,88
09:57:26.038,88
09:57:26.276,88
09:57:26.766,88
09:57:27.019,88
09:57:27.272,88
09:57:27.519,88
09:57:27.760,88
09:57:27.997,88
09:57:28.258,88
09:57:28.504,88
09:57:28.745,88
09:57:28.994,88
09:57:29.233,88
09:57:29.489,88
09:57:29.737,88
09:57:29.977,85
09:57:30.228,85
09:57:30.472,85
09:57:30.720,85
09:57:30.965,85
09:57:31.202,85
09:57:31.455,83
09:57:31.692,83
09:57:31.945,83
09:57:32.197,83
09:57:32.445,83
09:57:32.691,83
09:57:32.937,81
09:57:33.176,81
09:57:33.429,81
09:57:33.670,81
09:57:33.919,81
09:57:34.156,81
09:57:34.401,79
